,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON
4181,200815096,10-10-2020 00:00,10-05-2020 00:00,1715,8,West LA,822,1,480,BIKE - STOLEN,1822 1606 0344,54,F,W,402,MARKET,,,IC,Invest Cont,480,,,PACIFIC COAST                HY,34.0385,-118.5556
4182,200106523,02-05-2020 00:00,02-05-2020 00:00,2235,1,Central,162,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0344 1822 1501,26,F,W,503,HOTEL,,,IC,Invest Cont,951,,,400 W  8TH                          ST,34.0445,-118.2558
4183,200318105,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1000,3,Southwest,333,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1822 0216,35,F,W,501,SINGLE FAMILY DWELLING,103,RIFLE,IC,Invest Cont,251,,,3400    WELLINGTON                   RD,34.0251,-118.3384
4184,200119084,10-08-2020 00:00,10-08-2020 00:00,430,1,Central,162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0913 1601 0448 1814,21,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,800 S  OLIVE                        ST,34.0437,-118.2582
4185,200706701,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,100,7,Wilshire,705,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,19,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,700 N  LA BREA                      AV,34.0846,-118.3464
4186,201004729,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2200,10,West Valley,1017,1,330,BURGLARY FROM VEHICLE,0385 1609 1307 1300,40,F,H,101,STREET,,,IC,Invest Cont,330,,,7300    ANATOLA                      AV,34.2035,-118.5149
4187,200516258,11-04-2020 00:00,11-03-2020 00:00,1210,5,Harbor,532,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1601,30,F,H,101,STREET,,,IC,Invest Cont,330,,,1200    MCDONALD                     AV,33.7866,-118.2715
4188,200119769,10/20/2020 12:00:00 AM,10-10-2020 00:00,1152,1,Central,153,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0352 0344 1822 0104,0,X,X,201,JEWELRY STORE,,,IC,Invest Cont,341,,,600 S  HILL                         ST,34.0469,-118.2535
4189,200219027,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1845,2,Rampart,261,1,761,BRANDISH WEAPON,0334 1236 0104 1822 2002,38,M,O,202,LIQUOR STORE,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761,,,2300    JAMES M WOOD                 BL,34.0567,-118.2815
4190,200616400,10-07-2020 00:00,10-07-2020 00:00,1110,6,Hollywood,622,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1300,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,1800    LAUREL CANYON                BL,34.1037,-118.3659
4191,200918520,12/16/2020 12:00:00 AM,08-07-2020 00:00,2150,9,Van Nuys,926,2,354,THEFT OF IDENTITY,0377 0100 1822,28,M,W,701,HOSPITAL,,,IC,Invest Cont,354,,,6500    COLBATH                      AV,34.1885,-118.4367
4192,200111121,04/29/2020 12:00:00 AM,03-07-2020 00:00,1200,1,Central,155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,200 E  6TH                          ST,34.0448,-118.2474
4193,201115165,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2300,11,Northeast,1115,1,761,BRANDISH WEAPON,0906 0334 0421 0302 1822,31,F,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,761,,,1700    COLORADO                     BL,34.1393,-118.2041
4194,200816882,11/25/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1000,8,West LA,841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0344 1606 1822 0352 1420 0354,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,1300    CENTINELA                    AV,34.039,-118.4682
4195,200115723,08-02-2020 00:00,08-02-2020 00:00,1150,1,Central,152,1,761,BRANDISH WEAPON,1218 2004 1402 0421 0334 1822,22,M,W,102,SIDEWALK,212,BOTTLE,AA,Adult Arrest,761,998,,5TH                          ST,34.0495,-118.2528
4196,200111037,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1045,1,Central,118,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,956,,,1400 N  SPRING                       ST,34.0666,-118.2328
4197,201106245,02/20/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1500,11,Northeast,1138,1,330,BURGLARY FROM VEHICLE,344,56,M,B,101,STREET,,,IC,Invest Cont,330,,,LAMONT                       DR,34.1161,-118.188
4198,201109809,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1450,11,Northeast,1176,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,39,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,2200    ELMGROVE                     ST,34.0863,-118.2318
4199,200108310,03-02-2020 00:00,03-02-2020 00:00,1615,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0429 1822,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,9TH,34.0451,-118.2604
4200,200213146,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2040,2,Rampart,239,2,946,OTHER MISCELLANEOUS CRIME,1300 1822 1227,25,M,H,101,STREET,,,IC,Invest Cont,946,,,BIXEL                        ST,34.0606,-118.2568
4201,200208300,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2200,2,Rampart,261,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,700 S  RAMPART                      BL,34.0594,-118.2832
4202,201112423,08-12-2020 00:00,08-02-2020 00:00,1800,11,Northeast,1144,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344,57,M,W,101,STREET,,,IC,Invest Cont,331,,,KENILWORTH                   AV,34.0991,-118.2672
4203,200917680,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,400,9,Van Nuys,964,1,310,BURGLARY,1402 1501,55,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,4900    TYRONE                       AV,34.1594,-118.4444
4204,200806842,03-03-2020 00:00,03-02-2020 00:00,1700,8,West LA,802,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344 0352 1606 1402 1221,55,F,W,104,DRIVEWAY,,,IC,Invest Cont,331,998,,1100    HARTZELL                     ST,34.0493,-118.5205
4205,200115865,08-04-2020 00:00,08-04-2020 00:00,2330,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2004 0913 1414 2000 1814 0408 0444 0401,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,500    WALL                         ST,34.044,-118.2467
4206,201014504,10/27/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1730,10,West Valley,1063,1,330,BURGLARY FROM VEHICLE,0344 1822 1300 0321 0352,35,F,O,101,STREET,,,IC,Invest Cont,330,,,CLARK,34.1716,-118.5407
4207,200306602,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1415,3,Southwest,395,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0431 0448 1814 0400 0381 0913,24,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,1800 W  41ST                         ST,34.0099,-118.3113
4208,200111283,05-04-2020 00:00,05-04-2020 00:00,10,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,40,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,500    SAN JULIAN                   ST,34.0446,-118.245
4209,201309057,04-04-2020 00:00,04-04-2020 00:00,1745,13,Newton,1307,2,624,BATTERY - SIMPLE ASSAULT,0913 2004 0400 0356,33,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,700 S  SAN PEDRO                    ST,34.0407,-118.2468
4210,200321743,12/14/2020 12:00:00 AM,12-09-2020 00:00,1300,3,Southwest,328,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,27,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,2700    PORTLAND                     ST,34.0294,-118.2831
4211,200508637,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1100,5,Harbor,525,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 0913 1813 2000 0432 1814 1309,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,300 W  D                            ST,33.7741,-118.2646
4212,200805674,02-07-2020 00:00,02-07-2020 00:00,1215,8,West LA,884,2,888,TRESPASSING,2004 1822 1501,51,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,888,998,,2200    VETERAN                      AV,34.0423,-118.4344
4213,201004911,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,930,10,West Valley,1018,1,330,BURGLARY FROM VEHICLE,0344 1609,49,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,15800    STRATHERN                    ST,34.2157,-118.4772
4214,200813776,09-06-2020 00:00,09-03-2020 00:00,2314,8,West LA,841,1,310,BURGLARY,1210 0209 1420 1822 0344 1607,31,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,1200    BROCKTON                     AV,34.0456,-118.4649
4215,200812669,07/19/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2230,8,West LA,809,1,330,BURGLARY FROM VEHICLE,0344 0346,38,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,2700    COLDWATER CANYON             DR,34.1206,-118.4016
4216,200115174,07/22/2020 12:00:00 AM,07/21/2020 12:00:00 AM,555,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 2003 0910,68,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,FIGUEROA,34.0627,-118.2463
4217,200713182,08/26/2020 12:00:00 AM,08/25/2020 12:00:00 AM,2200,7,Wilshire,755,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,PICO                         BL,34.0482,-118.3515
4218,200510459,06-10-2020 00:00,06-10-2020 00:00,1740,5,Harbor,529,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1100 1402 1407 0202 0209 0450 0906 0326 1822,20,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,230,998,,900    FLINT                        AV,33.7822,-118.2495
4219,200105205,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,1,Central,162,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,25,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,800 S  HILL                         ST,34.0462,-118.2585
4220,200121806,12-01-2020 00:00,12-01-2020 00:00,1930,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0443 0445 2004 1266,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,,500 S  SAN PEDRO                    ST,34.0437,-118.2455
4221,200605208,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1200,6,Hollywood,648,2,900,VIOLATION OF COURT ORDER,0913 2038 0561,54,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,5600    HAROLD                       WY,34.0993,-118.3114
4222,200907755,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,725,9,Van Nuys,971,2,354,THEFT OF IDENTITY,0930 1822,36,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,4600    BURNET                       AV,34.1543,-118.4628
4223,201013330,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1600,10,West Valley,1041,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1606 1420 1414,36,M,W,104,DRIVEWAY,,,AA,Adult Arrest,331,,,5700    AURA                         AV,34.1748,-118.5542
4224,201213598,05/26/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1030,12,77th Street,1245,1,648,ARSON,1309 0432 0913,67,M,O,202,LIQUOR STORE,511,VERBAL THREAT,IC,Invest Cont,648,,,6700 S  NORMANDIE                    AV,33.9785,-118.3003
4225,200217988,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1800,2,Rampart,235,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,2200 W  COURT                        ST,34.0697,-118.2697
4226,201205941,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,145,12,77th Street,1249,2,624,BATTERY - SIMPLE ASSAULT,2021 1822 1309 0603 0319 0416 0446,55,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,6600 S  FIGUEROA                     ST,33.9797,-118.2827
4227,200206823,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1030,2,Rampart,204,2,624,BATTERY - SIMPLE ASSAULT,0416 0554 0305 0448 0408 0429,30,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,800    HYPERION                     AV,34.0858,-118.2837
4228,201013619,10-01-2020 00:00,10-01-2020 00:00,1255,10,West Valley,1006,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 0913 0329 1307 1813 1309 0319 0359,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,740,,,8100    BIANCA                       AV,34.2172,-118.5134
4229,200414434,10/29/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1115,4,Hollenbeck,471,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,0,M,X,108,PARKING LOT,,,IC,Invest Cont,331,,,2200 E  7TH                          ST,34.0347,-118.2253
4230,200605713,02-06-2020 00:00,02-05-2020 00:00,15,6,Hollywood,667,1,350,"THEFT, PERSON",1822 0400 0344 1300 0112,35,M,H,102,SIDEWALK,,,IC,Invest Cont,350,946,,SANTA MONICA,34.0908,-118.3201
4231,200406924,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,200,4,Hollenbeck,467,2,624,BATTERY - SIMPLE ASSAULT,0400 0419 0913,37,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,400    CAMULOS                      ST,34.0382,-118.2064
4232,200912661,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2135,9,Van Nuys,914,2,624,BATTERY - SIMPLE ASSAULT,408,41,F,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,15100    VANOWEN                      ST,34.1976,-118.4574
4233,200816290,11-11-2020 00:00,11-09-2020 00:00,1900,8,West LA,831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,1100 S  BUNDY                        DR,34.0452,-118.4681
4234,201008064,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,915,10,West Valley,1049,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822 1402,0,M,W,108,PARKING LOT,,,IC,Invest Cont,956,998,,6300    WOODLEY                      AV,34.1852,-118.4837
4235,200404949,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2130,4,Hollenbeck,471,1,310,BURGLARY,1609 0344 0321 0207 1822,0,X,X,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),,,IC,Invest Cont,310,,,500 S  CLARENCE                     ST,34.0409,-118.2234
4236,200515573,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1630,5,Harbor,557,2,624,BATTERY - SIMPLE ASSAULT,0432 0444 0448 0913 2003,59,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,600 W  4TH                          ST,33.7406,-118.2906
4237,200322131,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,2230,3,Southwest,326,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1822 1402 0445 0329 1300,35,M,H,122,"VEHICLE, PASSENGER/TRUCK",308,STICK,AO,Adult Other,230,,,RAYMOND                      AV,34.0309,-118.298
4238,200900752,07-12-2020 00:00,07-12-2020 00:00,1130,9,Van Nuys,969,2,910,KIDNAPPING,0305 1822 0209 1402 0105 0202,78,F,W,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,910,998,,13100    MORRISON                     ST,34.1603,-118.4214
4239,200812729,08-06-2020 00:00,08-06-2020 00:00,1830,8,West LA,889,2,888,TRESPASSING,1501,32,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,,,1900 S  ROBERTSON                    BL,34.0446,-118.3867
4240,200117897,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1554,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,29,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,900 S  BROADWAY,34.0419,-118.2564
4241,200309072,03/26/2020 12:00:00 AM,03/24/2020 12:00:00 AM,400,3,Southwest,377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,1200 W  39TH                         ST,34.0155,-118.2975
4242,200118868,10-03-2020 00:00,10-02-2020 00:00,2200,1,Central,101,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,900    FIGUEROA                     TR,34.0663,-118.2442
4243,201205482,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1900,12,77th Street,1259,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 1309 1310 1203 0302,43,M,H,101,STREET,102,HAND GUN,AO,Adult Other,230,,,900 E  74TH                         ST,33.973,-118.2586
4244,200510499,06-11-2020 00:00,06-11-2020 00:00,1300,5,Harbor,551,1,210,ROBBERY,0913 0354 1310 2000 1276 1309 1813,39,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,626,,1100 W  SEPULVEDA                    ST,33.7457,-118.3005
4245,200207349,03-05-2020 00:00,03-05-2020 00:00,1820,2,Rampart,289,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 1813 0329 1300,46,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,1500 W  11TH                         PL,34.0462,-118.2738
4246,200608936,04-08-2020 00:00,04-08-2020 00:00,1850,6,Hollywood,666,2,437,RESISTING ARREST,0400 1212,0,X,X,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,437,,,1200    LODI                         PL,34.0926,-118.3234
4247,200305352,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,5,3,Southwest,373,1,330,BURGLARY FROM VEHICLE,1202 1601 0344 1300,67,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,3800 S  BRONSON                      AV,34.0172,-118.334
4248,200916422,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,130,9,Van Nuys,981,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,4300 N  SEPULVEDA                    BL,34.1537,-118.4662
4249,200106343,02-03-2020 00:00,02-01-2020 00:00,820,1,Central,174,1,648,ARSON,1300,56,F,B,104,DRIVEWAY,,,IC,Invest Cont,648,,,700 S  SPRING                       ST,34.0445,-118.2523
4250,200913181,08-06-2020 00:00,08-01-2020 00:00,1730,9,Van Nuys,952,1,330,BURGLARY FROM VEHICLE,0358 0344,35,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,15000    BURBANK                      BL,34.1721,-118.459
4251,200608757,04-04-2020 00:00,04-03-2020 00:00,2100,6,Hollywood,663,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1601 1606,26,M,B,101,STREET,,,IC,Invest Cont,420,,,SANTA MONICA,34.0907,-118.3428
4252,201216576,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2055,12,77th Street,1243,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1817,34,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,1600 W  62ND                         ST,33.9832,-118.3068
4253,201105208,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,530,11,Northeast,1199,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,700    SOLANO                       AV,34.0768,-118.2333
4254,200118875,10-03-2020 00:00,10-03-2020 00:00,1200,1,Central,159,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 2033 0411,44,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,4TH                          ST,34.0433,-118.2381
4255,201211125,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,620,12,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,70,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,900 E  76TH                         ST,33.9712,-118.2586
4256,200205530,01/16/2020 12:00:00 AM,01-12-2020 00:00,1715,2,Rampart,218,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 0385 1300,37,F,W,101,STREET,,,IC,Invest Cont,331,,,700    ECHO PARK                    AV,34.0713,-118.2597
4257,200710422,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1600,7,Wilshire,749,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0444,35,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,LUCERNE,34.0564,-118.3273
4258,200306025,02-03-2020 00:00,02-03-2020 00:00,100,3,Southwest,361,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0202 0329,10,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,3700 S  LA BREA                      AV,34.0199,-118.3556
4259,201108198,04-10-2020 00:00,04-08-2020 00:00,2000,11,Northeast,1141,1,310,BURGLARY,1609 0344 0358 1239 0382 1608,61,X,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,1800 N  NORMANDIE                    AV,34.1036,-118.3006
4260,200321237,12-03-2020 00:00,10-01-2020 00:00,1,3,Southwest,357,2,662,"BUNCO, GRAND THEFT",0113 0344 0701 0800 1822,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,1200 W  36TH                         ST,34.023,-118.2953
4261,200218525,12-12-2020 00:00,12-12-2020 00:00,1000,2,Rampart,217,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,700 N  ALVARADO                     ST,34.0738,-118.2658
4262,200712864,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,2250,7,Wilshire,752,1,310,BURGLARY,2004 1402 1414 0344 0342 0321,0,M,O,203,OTHER BUSINESS,,,AO,Adult Other,310,998,,5800 W  PICO                         BL,34.0558,-118.3706
4263,201225264,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,919,12,77th Street,1258,2,437,RESISTING ARREST,1309,0,X,X,101,STREET,307,VEHICLE,AA,Adult Arrest,437,,,75TH                         ST,33.9721,-118.2739
4264,200807919,04-01-2020 00:00,03/29/2020 12:00:00 AM,2100,8,West LA,822,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2040,65,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,17000 W  SUNSET                       BL,34.0416,-118.5496
4265,200606634,02/22/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1000,6,Hollywood,636,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,1700 N  HIGHLAND                     AV,34.1016,-118.3387
4266,200516914,11/20/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1839,5,Harbor,519,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1313 0334 0309 0913 0360 0302 1100 0450,63,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,230,,,1000 E  SANDISON                     ST,33.7941,-118.2505
4267,200111758,05/15/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1040,1,Central,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,25,M,B,701,HOSPITAL,,,AA,Adult Arrest,740,,,1300 S  HOPE                         ST,34.0395,-118.2656
4268,200619877,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,2340,6,Hollywood,647,1,761,BRANDISH WEAPON,0334 1822 1501,65,M,W,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,761,,,1500    VINE                         ST,34.098,-118.3266
4269,200408239,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2000,4,Hollenbeck,402,2,888,TRESPASSING,1309,0,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,888,,,4500    GRIFFIN                      AV,34.0945,-118.2024
